batch_idx,cls,x,y,w,h,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v
0.000000,1.000000,0.304297,0.377778,0.049219,0.066667,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000,0.304297,0.377778,0.000000
0.000000,1.000000,0.366406,0.377778,0.068750,0.102778,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000,0.366406,0.377778,0.000000
0.000000,1.000000,0.418750,0.331944,0.043750,0.105556,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000,0.418750,0.331944,0.000000
0.000000,1.000000,0.475000,0.351389,0.028125,0.052778,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000,0.475000,0.351389,0.000000
0.000000,0.000000,0.243140,0.681866,0.433172,0.637000,0.459531,0.363000,1.000000,0.429514,0.410387,1.000000,0.398613,0.455976,1.000000,0.367425,0.500950,1.000000,0.336237,0.545923,1.000000,0.305049,0.590897,1.000000,0.273862,0.635871,1.000000,0.242859,0.681247,1.000000,0.211931,0.726783,1.000000,0.181002,0.772319,1.000000,0.150073,0.817855,1.000000,0.119145,0.863391,1.000000,0.088216,0.908928,1.000000,0.057288,0.954464,1.000000,0.026359,1.000000,1.000000
0.000000,0.000000,0.754956,0.483547,0.490070,0.203611,0.509930,0.381778,1.000000,0.544680,0.398165,1.000000,0.579550,0.413652,1.000000,0.614660,0.427405,1.000000,0.649770,0.441159,1.000000,0.684876,0.454937,1.000000,0.719974,0.468789,1.000000,0.755071,0.482641,1.000000,0.790168,0.496493,1.000000,0.825223,0.510676,1.000000,0.860178,0.525618,1.000000,0.895134,0.540561,1.000000,0.930089,0.555504,1.000000,0.965045,0.570446,1.000000,1.000000,0.585389,1.000000
0.000000,0.000000,0.745320,0.649566,0.509805,0.573056,0.490195,0.363778,1.000000,0.525750,0.406926,1.000000,0.562612,0.446598,1.000000,0.599473,0.486270,1.000000,0.636274,0.526115,1.000000,0.672723,0.566975,1.000000,0.709171,0.607835,1.000000,0.745619,0.648696,1.000000,0.782067,0.689556,1.000000,0.818516,0.730417,1.000000,0.854958,0.771294,1.000000,0.891219,0.812678,1.000000,0.927479,0.854063,1.000000,0.963740,0.895448,1.000000,1.000000,0.936833,1.000000
0.000000,0.000000,0.166115,0.491195,0.332141,0.157097,0.332141,0.412347,1.000000,0.308454,0.423816,1.000000,0.284767,0.435285,1.000000,0.261062,0.446635,1.000000,0.237329,0.457800,1.000000,0.213596,0.468964,1.000000,0.189863,0.480129,1.000000,0.166130,0.491293,1.000000,0.142397,0.502458,1.000000,0.118665,0.513622,1.000000,0.094932,0.524787,1.000000,0.071199,0.535951,1.000000,0.047466,0.547115,1.000000,0.023733,0.558280,1.000000,0.000000,0.569444,1.000000
2.000000,1.000000,0.418750,0.353472,0.100000,0.162500,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000,0.418750,0.353472,0.000000
2.000000,2.000000,0.567289,0.343812,0.036922,0.099569,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000,0.567289,0.343812,0.000000
2.000000,1.000000,0.505000,0.325000,0.027187,0.033333,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000,0.505000,0.325000,0.000000
2.000000,1.000000,0.087891,0.405556,0.174219,0.272222,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000,0.087891,0.405556,0.000000
2.000000,1.000000,0.322656,0.350694,0.070312,0.093056,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000,0.322656,0.350694,0.000000
2.000000,0.000000,0.209927,0.581290,0.425891,0.485792,0.425891,0.347792,1.000000,0.392447,0.372502,1.000000,0.360100,0.401314,1.000000,0.329428,0.435417,1.000000,0.298998,0.470328,1.000000,0.268568,0.505240,1.000000,0.238550,0.541251,1.000000,0.208731,0.577792,1.000000,0.178912,0.614334,1.000000,0.149094,0.650875,1.000000,0.119275,0.687417,1.000000,0.089456,0.723959,1.000000,0.059637,0.760500,1.000000,0.029819,0.797042,1.000000,0.000000,0.833583,1.000000
2.000000,0.000000,0.665460,0.669029,0.345621,0.648111,0.546328,0.351889,1.000000,0.510777,0.379265,1.000000,0.516514,0.431723,1.000000,0.545102,0.478535,1.000000,0.573271,0.526186,1.000000,0.601584,0.573567,1.000000,0.629897,0.620949,1.000000,0.658209,0.668330,1.000000,0.686522,0.715712,1.000000,0.714835,0.763093,1.000000,0.743148,0.810474,1.000000,0.771460,0.857856,1.000000,0.799773,0.905237,1.000000,0.828086,0.952619,1.000000,0.856398,1.000000,1.000000
3.000000,1.000000,0.903125,0.500694,0.193750,0.462500,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000,0.903125,0.500694,0.000000
3.000000,5.000000,0.258457,0.251431,0.027492,0.052306,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000,0.258457,0.251431,0.000000
3.000000,1.000000,0.244141,0.353472,0.103906,0.068056,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000,0.244141,0.353472,0.000000
