batch_idx,cls,x,y,w,h,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v
0.000000,1.000000,0.362109,0.352778,0.025781,0.044444,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000,0.362109,0.352778,0.000000
0.000000,1.000000,0.416406,0.329167,0.029687,0.077778,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000,0.416406,0.329167,0.000000
0.000000,1.000000,0.450781,0.355556,0.029687,0.047222,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000,0.450781,0.355556,0.000000
0.000000,1.000000,0.249609,0.390278,0.114844,0.169444,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000,0.249609,0.390278,0.000000
0.000000,1.000000,0.175000,0.386111,0.040625,0.069444,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000,0.175000,0.386111,0.000000
0.000000,0.000000,0.212723,0.613750,0.427578,0.485972,0.427578,0.373750,1.000000,0.396724,0.407597,1.000000,0.365746,0.441081,1.000000,0.334762,0.474551,1.000000,0.303779,0.508021,1.000000,0.272795,0.541491,1.000000,0.242104,0.575781,1.000000,0.211841,0.611274,1.000000,0.181578,0.646766,1.000000,0.151315,0.682259,1.000000,0.121052,0.717752,1.000000,0.090789,0.753244,1.000000,0.060526,0.788737,1.000000,0.030263,0.824230,1.000000,0.000000,0.859722,1.000000
0.000000,0.000000,0.658340,0.678474,0.386094,0.647778,0.466797,0.352222,1.000000,0.491370,0.403159,1.000000,0.518695,0.449987,1.000000,0.546100,0.496667,1.000000,0.573907,0.542588,1.000000,0.601715,0.588509,1.000000,0.629757,0.633975,1.000000,0.657987,0.679074,1.000000,0.686217,0.724173,1.000000,0.714447,0.769272,1.000000,0.742355,0.814994,1.000000,0.769989,0.861246,1.000000,0.797623,0.907497,1.000000,0.825257,0.953749,1.000000,0.852891,1.000000,1.000000
0.000000,0.000000,0.198801,0.455616,0.397969,0.176528,0.397969,0.368611,1.000000,0.369483,0.380803,1.000000,0.340996,0.392994,1.000000,0.312510,0.405186,1.000000,0.284024,0.417378,1.000000,0.255623,0.430186,1.000000,0.227223,0.442994,1.000000,0.198822,0.455802,1.000000,0.170413,0.468547,1.000000,0.141882,0.480400,1.000000,0.113350,0.492253,1.000000,0.084861,0.504401,1.000000,0.056574,0.517980,1.000000,0.028287,0.531559,1.000000,0.000000,0.545139,1.000000
1.000000,1.000000,0.710074,0.430236,0.219883,0.324472,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000,0.710074,0.430236,0.000000
1.000000,1.000000,0.540305,0.392646,0.036734,0.107597,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000,0.540305,0.392646,0.000000
1.000000,1.000000,0.579688,0.402778,0.087500,0.133333,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000,0.579688,0.402778,0.000000
1.000000,1.000000,0.853516,0.581944,0.291406,0.555556,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000,0.853516,0.581944,0.000000
1.000000,0.000000,0.683178,0.690624,0.414844,0.616903,0.475336,0.383097,1.000000,0.505718,0.425498,1.000000,0.535455,0.469346,1.000000,0.565059,0.513474,1.000000,0.594608,0.557719,1.000000,0.624156,0.601965,1.000000,0.653705,0.646211,1.000000,0.683254,0.690456,1.000000,0.712803,0.734702,1.000000,0.742352,0.778948,1.000000,0.771907,0.823180,1.000000,0.801475,0.867385,1.000000,0.831043,0.911590,1.000000,0.860612,0.955795,1.000000,0.890180,1.000000,1.000000
1.000000,0.000000,0.203913,0.548179,0.407781,0.325083,0.407781,0.385556,1.000000,0.378636,0.408707,1.000000,0.349643,0.432454,1.000000,0.320526,0.455710,1.000000,0.291283,0.478468,1.000000,0.262040,0.501227,1.000000,0.232930,0.524512,1.000000,0.203919,0.548193,1.000000,0.174840,0.571605,1.000000,0.145700,0.594778,1.000000,0.116560,0.617950,1.000000,0.087420,0.641122,1.000000,0.058280,0.664294,1.000000,0.029140,0.687467,1.000000,0.000000,0.710639,1.000000
2.000000,1.000000,0.459766,0.363194,0.058594,0.104167,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000,0.459766,0.363194,0.000000
