batch_idx,cls,x,y,w,h,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v
0.000000,6.000000,0.555605,0.300660,0.025492,0.041764,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000,0.555605,0.300660,0.000000
0.000000,0.000000,0.685599,0.673662,0.484164,0.623319,0.439047,0.376681,1.000000,0.480367,0.397314,1.000000,0.516078,0.438813,1.000000,0.550502,0.484427,1.000000,0.584948,0.529987,1.000000,0.619394,0.575548,1.000000,0.653155,0.622702,1.000000,0.686912,0.669864,1.000000,0.720669,0.717026,1.000000,0.754426,0.764189,1.000000,0.788183,0.811351,1.000000,0.821940,0.858513,1.000000,0.855697,0.905675,1.000000,0.889454,0.952838,1.000000,0.923211,1.000000,1.000000
0.000000,0.000000,0.193707,0.475781,0.382109,0.193736,0.382109,0.375139,1.000000,0.360782,0.399786,1.000000,0.332616,0.409502,1.000000,0.304788,0.421715,1.000000,0.277215,0.435955,1.000000,0.249620,0.450049,1.000000,0.221884,0.463252,1.000000,0.194149,0.476455,1.000000,0.166413,0.489658,1.000000,0.138678,0.502861,1.000000,0.110942,0.516063,1.000000,0.083207,0.529266,1.000000,0.055471,0.542469,1.000000,0.027736,0.555672,1.000000,0.000000,0.568875,1.000000
0.000000,0.000000,0.212530,0.657895,0.410352,0.555806,0.410352,0.378056,1.000000,0.396611,0.421446,1.000000,0.366273,0.461278,1.000000,0.335786,0.500746,1.000000,0.305260,0.540120,1.000000,0.274734,0.579494,1.000000,0.244208,0.618868,1.000000,0.213682,0.658242,1.000000,0.183156,0.697616,1.000000,0.152630,0.736990,1.000000,0.122104,0.776365,1.000000,0.091578,0.815739,1.000000,0.061052,0.855113,1.000000,0.030526,0.894487,1.000000,0.000000,0.933861,1.000000
2.000000,6.000000,0.632738,0.203368,0.036492,0.055875,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000,0.632738,0.203368,0.000000
2.000000,1.000000,0.510039,0.373333,0.088359,0.146389,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000,0.510039,0.373333,0.000000
2.000000,0.000000,0.187046,0.503326,0.376117,0.269333,0.376117,0.373889,1.000000,0.348015,0.386596,1.000000,0.320365,0.402059,1.000000,0.293333,0.420528,1.000000,0.266860,0.441562,1.000000,0.240199,0.461829,1.000000,0.213510,0.481984,1.000000,0.186821,0.502139,1.000000,0.160132,0.522293,1.000000,0.133444,0.542448,1.000000,0.106755,0.562603,1.000000,0.080066,0.582758,1.000000,0.053377,0.602913,1.000000,0.026689,0.623067,1.000000,0.000000,0.643222,1.000000
2.000000,0.000000,0.459347,0.701096,0.084692,0.598653,0.420781,0.401347,1.000000,0.419949,0.444927,1.000000,0.425895,0.487796,1.000000,0.432623,0.530396,1.000000,0.439170,0.573087,1.000000,0.445717,0.615778,1.000000,0.452264,0.658470,1.000000,0.458811,0.701161,1.000000,0.465358,0.743852,1.000000,0.471905,0.786544,1.000000,0.478452,0.829235,1.000000,0.484999,0.871926,1.000000,0.491547,0.914617,1.000000,0.498094,0.957309,1.000000,0.504641,1.000000,1.000000
2.000000,0.000000,0.774914,0.541382,0.449953,0.251097,0.550047,0.415222,1.000000,0.582057,0.433876,1.000000,0.614092,0.452392,1.000000,0.646251,0.470219,1.000000,0.678410,0.488047,1.000000,0.710569,0.505874,1.000000,0.742728,0.523701,1.000000,0.774887,0.541528,1.000000,0.807046,0.559356,1.000000,0.839205,0.577183,1.000000,0.871364,0.595010,1.000000,0.903523,0.612838,1.000000,0.935682,0.630665,1.000000,0.967841,0.648492,1.000000,1.000000,0.666319,1.000000
3.000000,3.000000,0.624305,0.408694,0.046359,0.162611,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000,0.624305,0.408694,0.000000
