batch_idx,cls,x,y,w,h,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v
0.000000,1.000000,0.675391,0.348611,0.082031,0.102778,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000,0.675391,0.348611,0.000000
0.000000,4.000000,0.226938,0.128229,0.027078,0.024069,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000,0.226938,0.128229,0.000000
0.000000,1.000000,0.474246,0.327799,0.012211,0.017375,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000,0.474246,0.327799,0.000000
0.000000,1.000000,0.607031,0.345833,0.048438,0.063889,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000,0.607031,0.345833,0.000000
0.000000,1.000000,0.228906,0.361111,0.048438,0.072222,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000,0.228906,0.361111,0.000000
0.000000,1.000000,0.809375,0.366667,0.118750,0.144444,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000,0.809375,0.366667,0.000000
0.000000,1.000000,0.499219,0.329167,0.017188,0.022222,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000,0.499219,0.329167,0.000000
0.000000,1.000000,0.419922,0.329861,0.014844,0.023611,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000,0.419922,0.329861,0.000000
0.000000,1.000000,0.541652,0.332882,0.028414,0.053264,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000,0.541652,0.332882,0.000000
0.000000,1.000000,0.333551,0.344646,0.021945,0.029514,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000,0.333551,0.344646,0.000000
