batch_idx,cls,x,y,w,h,kpt0_x,kpt0_y,kpt0_v,kpt1_x,kpt1_y,kpt1_v,kpt2_x,kpt2_y,kpt2_v,kpt3_x,kpt3_y,kpt3_v,kpt4_x,kpt4_y,kpt4_v,kpt5_x,kpt5_y,kpt5_v,kpt6_x,kpt6_y,kpt6_v,kpt7_x,kpt7_y,kpt7_v,kpt8_x,kpt8_y,kpt8_v,kpt9_x,kpt9_y,kpt9_v,kpt10_x,kpt10_y,kpt10_v,kpt11_x,kpt11_y,kpt11_v,kpt12_x,kpt12_y,kpt12_v,kpt13_x,kpt13_y,kpt13_v,kpt14_x,kpt14_y,kpt14_v
1.000000,1.000000,0.444141,0.354861,0.017969,0.026389,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000,0.444141,0.354861,0.000000
1.000000,0.000000,0.760796,0.453244,0.478437,0.174972,0.521563,0.365889,1.000000,0.555732,0.378430,1.000000,0.589950,0.390539,1.000000,0.624169,0.402648,1.000000,0.658329,0.415269,1.000000,0.692476,0.427995,1.000000,0.726624,0.440722,1.000000,0.760773,0.453432,1.000000,0.794949,0.465922,1.000000,0.829124,0.478412,1.000000,0.863299,0.490902,1.000000,0.897474,0.503392,1.000000,0.931650,0.515881,1.000000,0.965825,0.528371,1.000000,1.000000,0.540861,1.000000
1.000000,0.000000,0.212784,0.467803,0.425883,0.202125,0.425883,0.367806,1.000000,0.395345,0.381441,1.000000,0.364857,0.395426,1.000000,0.334370,0.409411,1.000000,0.303883,0.423400,1.000000,0.273493,0.438044,1.000000,0.243104,0.452689,1.000000,0.212714,0.467334,1.000000,0.182324,0.481978,1.000000,0.151935,0.496623,1.000000,0.121545,0.511268,1.000000,0.091156,0.525912,1.000000,0.060766,0.540557,1.000000,0.030380,0.555221,1.000000,0.000000,0.569931,1.000000
1.000000,0.000000,0.266293,0.680323,0.383758,0.634167,0.459453,0.365833,1.000000,0.430724,0.408306,1.000000,0.403042,0.453108,1.000000,0.375331,0.497856,1.000000,0.347620,0.542605,1.000000,0.319949,0.587427,1.000000,0.292810,0.633269,1.000000,0.265670,0.679110,1.000000,0.238531,0.724951,1.000000,0.211392,0.770793,1.000000,0.184252,0.816634,1.000000,0.157113,0.862476,1.000000,0.129974,0.908317,1.000000,0.102835,0.954159,1.000000,0.075695,1.000000,1.000000
1.000000,0.000000,0.744086,0.633133,0.511875,0.534764,0.488125,0.365833,1.000000,0.524583,0.404328,1.000000,0.561320,0.441993,1.000000,0.597877,0.480210,1.000000,0.634434,0.518427,1.000000,0.670990,0.556644,1.000000,0.707547,0.594861,1.000000,0.744104,0.633078,1.000000,0.780660,0.671295,1.000000,0.817217,0.709512,1.000000,0.853773,0.747729,1.000000,0.890330,0.785946,1.000000,0.926887,0.824163,1.000000,0.963443,0.862380,1.000000,1.000000,0.900597,1.000000
2.000000,1.000000,0.229297,0.358333,0.053906,0.083333,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000,0.229297,0.358333,0.000000
2.000000,1.000000,0.498828,0.342361,0.049219,0.079167,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000,0.498828,0.342361,0.000000
2.000000,0.000000,0.166018,0.734919,0.332234,0.523736,0.333734,0.476264,1.000000,0.309341,0.512323,1.000000,0.284948,0.548383,1.000000,0.260555,0.584442,1.000000,0.236640,0.621496,1.000000,0.212813,0.658733,1.000000,0.188986,0.695970,1.000000,0.165159,0.733207,1.000000,0.141333,0.770444,1.000000,0.117506,0.807680,1.000000,0.094200,0.845940,1.000000,0.071025,0.884455,1.000000,0.047850,0.922970,1.000000,0.024675,0.961485,1.000000,0.001500,1.000000,1.000000
2.000000,0.000000,0.818607,0.583735,0.363172,0.240528,0.636828,0.464444,1.000000,0.663052,0.480222,1.000000,0.689199,0.496384,1.000000,0.715175,0.513412,1.000000,0.741126,0.530549,1.000000,0.766876,0.548626,1.000000,0.792634,0.566668,1.000000,0.818555,0.583956,1.000000,0.844475,0.601244,1.000000,0.870396,0.618532,1.000000,0.896317,0.635820,1.000000,0.922238,0.653108,1.000000,0.948158,0.670396,1.000000,0.974079,0.687684,1.000000,1.000000,0.704972,1.000000
3.000000,1.000000,0.454688,0.322222,0.025000,0.063889,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000,0.454688,0.322222,0.000000
3.000000,1.000000,0.388672,0.347917,0.035156,0.051389,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000,0.388672,0.347917,0.000000
