epoch,loss,learning_rate,mae_box,mae_cls,mae_kpt,mae_ksc
1,1.586105,0.01000000
2,0.152182,0.01000000
3,0.128848,0.01000000
4,0.118461,0.01000000
5,0.112294,0.01000000
6,0.107669,0.01000000
7,0.104435,0.01000000
8,0.101718,0.01000000
9,0.099532,0.01000000
10,0.097588,0.01000000
11,0.094943,0.01000000
12,0.091873,0.01000000
13,0.090248,0.01000000
14,0.088918,0.01000000
15,0.087751,0.01000000
16,0.086716,0.01000000
17,0.085911,0.01000000
18,0.084927,0.01000000
19,0.084220,0.01000000
20,0.083410,0.01000000
